content,score
gajelas bgt sumpah,1
Tak jelas ini aplikasi.masuk ga bisa bisa juga parah!!!!,1
Sudah dapat free 30 hari telkomsel tapi masi berbayar.. aneh,1
Makasih,5
Good app,5
Udah ada paket darj telkomsel tapi tetep ga jadi sekalipun udah di aktivasi,1
Good app,5
Udah langganan tp masih nggak bisa. Trial terus,1
untung gua baca dulu sebelum instal,1
"Punya paket langganan dari Telkomsel, masih gk bisa di pakai buat nonton. Masa dsuruh langganan dulu. Payah",1
"Rugi banget udah daftar 59.000 lebih mahal dari netflix tapi dag bisa digunaiin...aplikasinya dag bisa terbuka, sekalinya masuk lewat chrome terbuka tapi dag bisa mutar videoo.. nyesell banget...",1
Jaringan wifi lancar tapi aplikasi lambat.,1
"Aplikasi ga beres nih, mau login aja ga bisa"". Bikin kesell ajaa!!! Aneh bgt aplikasi pakai amazon tp ga beress... sangat mengecewakan!!!! Bener"" nyebelin bgt sudah dicoba berkali"" ga bisaa login paraaaahhhh bgt!!!!!!!",1
"apk gajelas. nge install jg krn beli paket kuota gratis nnton d apk ini 30hari. udh dftr pke nomor yg d paketin jg sama aja. bulak balik, trs mau nnton trailer aja balik2 lg ke beranda. gitu aja terus. lagian kenapa 3 kerja sama sm apk ini sih. wkt pke hotstar kaga gini deh . aneh",1
Udah login tapi mentok kode OTP terus,1
Bagus,3
Versi Good,5
"Agak sulit di bagian daftar tonton 1 bulan dengan telkom namun untuk user experience baik, jika bisa tambahkan opsi atur kualitas video, kualitas video auto kurang nyaman digunakan",5
"Subtitlenya ga keluar ya. Padahal udah setting pilih subtitle. Semalam subtitle masih ada, pas skrg lanjut nonton udah gada",1
Dancok gabisa login,1
"Parah saya di google play sudah di potong pembayaran paketnya tapi aplikasi tidak bisa di tonton film nya, mohon untuk kembalikan dana yg di potong klo mang tidak bisa di tonton",1
Good movie amazing,5
Broken apps,1
Saranghae prime video menghiburku dalam kegabutan ku,5
Tidak ada opsi resolusi video,4
Ok,5
"Sebenernya ini aplikasi bagus, tapi kurang beberapa fitur aja seperti pengaturan kecerahan layar dan masih banyak kurangnya. Tapi okelah, suka juga sama film2nya",4
"Subtitle yang disediakan hanya bahasa Melayu, padahal bahasa Melayu lebih membingungkan dibanding bahasa Inggris. Tolong disediakan subtitle bahasa Indonesia",4
Oke,5
"Coba sign in karena dapet gratis 30 hari dari telkomsel malah dibuat kesel karena ga bisa sign in, malah bolak balik masukin password dan karakter aja trus, ga masuk2 ke aplikasinya. Coba di tv android juga ga bisa buka membership dan coba yg 7 days trial malah bolak balik gitu trus ke aplikasi. Aneh",1
"Lumayan msh baru aku download,,nanti tambah bintang kalo emang bagus",3
Masa buat bulan berikutnya ga bisa masuk lagi padahal udh pakek no telp sama password yg sama,1
Udah daftar di MyTelkomsel tapi akun gak kedaftar! Hapus aja ini aplikasi Amazon Prime Video!,1
Pokoknya sieep,5
"saat muter video ngebug layar hitam tapi audio jalan, Device Xiaomi 11T",1
"SUSAHHHHH BANGETTT LOGINNN DOANGGG GEKK ANJINGGGGGG, PAKET GUA SIA SIA NIHHHHH ANJINGGGGGGGGGGGGGGGGG GOBLOKKKKKKKKKKKKKKKK KAGAAA BISAAA DIPAKE PAKETTTT GUAAAAA ANJINGGGGGGGGGGGG TOLOLLLLLLLLLLLLLL",1
Bagus,5
Sudah beli langganan bulanan tapi tidak masuk ke aplikasinya..jadi tetap nggak bisa nonton akhirnya minta refund dana sudah kembali...,1
"Masih jelek layanannya, subtitle bahasa melayu. Masih bagus di platfom gratisan. Maaf tapi jujur",2
"Mengecewakan..udah dpt promo gratis dr Telkomsel,lalu login eh yg tampil malah akun shop untuk belanja..terlalu tinggi ekspektasi sy padahal aslinya zhonk😆",1
Mending Disney ke mana mana,1
Kenapa ya akunnya tuh ga bisa dibuka padahal udah beli di telkomsel dan juga ada paket dari tekomsel juga. Setiap dibuka nomor ini tidak terdaftar 🥲,1
"Suara, adegan, dan text tidak singkron. Nonton jadi ga nyaman. Udah lama begini ternyata ga diperbaiki juga.",1
Registrasi ribet. Udah login pakai SMS tautan gratis langganan 30hari tapi pas login masih aja mau nonton harus pakai yg trial free 7hari. Payah gak kaya aplikasi film yg lain proses nya gak ribet kaya begini. Percuma punya gratis paket 1bulan tapi susah aksesnya.,2
"Padahal sudah langganan via paket internet telkomsel. Tapi beberapa waktu setelah digunakan, sudah tidak bisa lagi.",2
Please deh,1
Gk bener kntol bngke kntol jngan donlot apk ini🤣🤣🤣,1
ruwet,1
Kesempurnaan hnya milik Tuhan. Bntang 4 aja,4
"Gak bisa login, knp ya? Please, help!",2
"Hapus aja aplikasinya. Baru juga download sudah ga bisa login aja, padahal Uda bener masukin nomernya, Dapat kode verivikasi juga, Pas Mau login pake nomer itu, Katanya Nomer tidak terdaftar. Minta Bantuan lewat email. Malah ga bisa di proses. Ga jelas eh..",1
Katanya beli paket langsung langganan ini udah bolak balik buka link masih aja belom langganan gmn sih jgn phpin org dong,1
"Percuma komen, udh byk yg ksh *1 hrsny d perbaiki pelqyannya",1
Keren bgt..filmnya menarik,5
Bad 👎,1
Mantul...mantap betul tingkatkan lagi service,5
"Amazon prime belom siap bersaing di Indonesia, banyak series belom ada subtitle Indonesia. Kalo begini mending balik ke Netflix.",1
Aplikasi cct padahal dah beli tapi tetep gk aktif,1
"Aplikasi bagus, cuman film nya kurang komplit, juga user interface nya kurang enak khususnya kalo kita nyari satu film.",3
"Saya sudah terdaftar, tapi saat login selalu nomor tidak terdaftar aneh, langganan lewat Telkomsel",1
"Ini saya ga bisa login knpa? Akun sudah benar dan password jga sudah benar, saat klik login selalu kembali lagi disuruh masukin akun dan password? Tolong ini gimana saya sudah langganan",1
Download film nya lama bgt 1 film bisa Sampe 3 jam download padahal signal kuat pake wifi,1
"Aplikasi apaan ini masa ga bisa dibuka, padahal kalo di crome dll akunya bisa masuk",1
"Banyak film dan dokumenter yang bagus, tapi sayang prime ini sungguh rasis, klo yang langganan hanya untuk mobile: banyak film atau dokumenter yang tidak ada subtitlenya, klo langganan untuk semua device sekalipun tidak ada subtitle di mobile tp tersedia di leptop dan tv. Jangan dibedain lah, contoh 2 toko sebelah. Si biru sama si merah, pelanggan mau ambil paket apapun mereka dapat hak yg sama (kecuali HD graphic).",3
can't log in to application. it keeps brings me back to sign-in form,1
"Keren,mantap top markotop",5
"Film nya keren """,5
Payah. Muter2 bolak balik disekitar login. Tidak bisa masuk ke aplikasi. Terbuang percuma paket combo sakti saya,1
"Cara masuk apk ini kalian daftar dulu diprime amazone melalui browser atau klik Link sms dihp kalian. Setelah selesai dan ada pemberi tahuan melalui sms, baru kalian masuk dari apk ini menggunakan No Hp yg terdaftar diawali dengan +62 ...langsung Konek ,klw pake 08XXX ..dijamin gak konek.",5
"LANGGANAN GRATIS DARI TELKOMSEL, PENIPUAN ANJIR JGN PERCAYA",5
Mumtaz,5
"beli sepaket pakai telkomsel ternyata tidak berguna, sebaiknya telkomsel balik lagi ke disney, apps nya lebih bagu",1
Tidak bisa log in,1
Sudah membeli paket dengan mytelkomsel tpi tidak otomatis berlangganan. Aplikasi yg gagal,1
"udah film lama, gak bagus lagi",1
"Ini susah bngt login nyaa, lewat No HP salah, email jga susah.. Tolong dibantuuuuuuuuuu",2
"sudah berlanggan dari TELKOMSEL, versi web akun aktif berlangganan .. giliran mau nonton di aplikasi kok tidak aktif langganan, daah eror ini !!!!",1
Kenapa udah di download filmnya ga bisa ke putar? Hanya ada suaranya saja 👎,1
Gabisa login,1
Oke,5
"jarku filem Indonesiane akeh, malah mung kuwe ra kuweee.... hmmmeeeee.... :-SS",1
Padahal udah bundling sama paket inet tapi tetep aja di suruh langganan lagi -_- sampah bener.,1
Sudah beli langganan terus login ternyata ada pemberitahuan anda tidak memiliki langganan aplikasi aneh,1
Baguusss.....Siiipppo👏👏,4
Ngga berharap banyak sih kalo liat dari Ratingnya 😅... daaan terbukti tidak bisa login & nonton Ribetttt 👎🏾,1
Mudah,5
nonton aja ribet banget loginnya harus ini itu mending netflix ama hotstar sekali beli ama login udah ga ribet lg taekkk.... ga lagi nyoba download ni app... mau seneng2 nonton film malah emosi ... deserve 1 star,1
Aplikasi yg luar biasa,5
baguuuuuuuussssss,5
"Login nya ribet, bikin akunnya susah verifikasi nya gak jelas lagi. Disuruh masukin kode udah dimasukin malah muter balik lagi gitu mulu asw, mana kualitas stream nya gak bisa diubah lagi. Ini Dev nya kenapa sih gak liat review dari pelanggan nya",1
"Its always about subtitle problem. Fix it, ill give yall 5 stars ok?",1
"Penipuan ,stelah beli paket berlangganan trs ga bisa buka Sampah",1
Kadang ada film yang bahasa Indonesianya tidak ada dan sering frezee,3
Sering not responding,3
"Jangan pernah beli primevideo lewat telkomsel! SCAM parah... udah beli abis itu registrasi akun dan tertulis sudah aktif, tapi malah gapremium akunnya. CS dari melonid juga gaada ramah-ramahnya dan gajelas orang lagi nanya keluhan malah dimatiin.",1
Suka film nya bagus bagus akses mudah,5
Seep,5
"Mau login, udah bener masukin gmail + pass nya, malah balik ke homescreen awal. nyesel langganan bilek",1
Tolong dong untuk semua film atau series ada pilihan subtitle bahasa indonesia nya. Kepengen ngincer pasar indonesia tapi malah gak ada bahasa indonesia. Mana kadang subtitle sama voice gak sama. Kalo mau awet ya tolong lah di benerin,3
Aplikasi berak login aja susah,1
"Kembalikan paket yang bonus disney+, kalian ngasi prime video aja yang paket terendah, gambar ga hd",1
"Ribet, gak lengkap, series yg d Prime Video luar negri ada, dsni gak ada",1
Sudah log in tapi gak bisa masuk terpental terus,1
"Gatau, keren aja",5
Ga bisa login katanya nomer belum terdaftar padahal baru aja aktivasi,1
Pilihan tontonannya masih belum banyak dan volumenya kecil,4
Download film atau serial selalu gagal. 97% pasti stop terus download error. TELKOMSEL BALIKAN JOIN SAMA DISNEY HOTSTAR AJA LAGI. Lebih simple dan lebih banyak film dan serial indonesia nya.,5
Kenapa saya tidak bisa log in.di coba beberapa kali tetap tidak bisa,1
Saldo ovo saya sudah terpotong tapi tetap gak bisa nonton,1
SALDO SUDAH DI POTONG UNTUK BERLANGANAN NAMUN TIDAK BISA MENONTON FILM ?,1
RIBET!!!,2
"registrasinya udah ribet,gmna kedepan nya",1
Setiap habis mesti aktivasi ulang,1
"Tolong Sub Indo nya di perbanyak pengen nonton stand up taoi gk ada sub indo, karna inggris saya tidak terlalu baik",1
Banyak film bermutu dan kenangan...,5
"Uda bayar tp gk bisa mutar video bingung cara aplikasi nya gk sebaik VIDEO, buruk banget tttt",1
Log in nya susah bapuk,1
aktivasi BURUK kualitas stream BURUK kualitas download SANGAT BURUK subtitle BURUK,1
"Saya dah langganan prime video via telkomsel, tapi g bisa nonton... Malah di minta daftar langganan dgn akun google play . Gmn sich. Dah komplain masih aja g ada tanggapan",1
Tidak bisa log in,1
Good,5
"Ada apa si sama apikasi ini, dapet free premium melalui pembelian kuota telkomsel tapi pas masuk ke linknya menuju ke playstore, lah terus suru apa di playstore? Aplikasi udah di up sampe bingung sendiri,jadi ga berguna dapet free. Jadi harus beli premium lagi yg terpisah dari paketan telkomsel.",2
"Sayang, ga bs dipake ke tv paketnya. Padahal disney hotstar kemaren bisa saat kerjasama dg telkomsel",4
Tidak lengkap film² nya Ada yg season 2 tapi gk ada season 1 nya,3
Aplikasi yg jelek......,1
taik. udh langganan tapi login ga bisa nonto,1
Katanya gratis apl mytelkomsel tapi kaga payah,1
"Ada yg sama? Beli paket telkomsel dan ada gratis 30 hari Prime Video, tapi setelah dapat link dan sudah buat akun Amazon sesuai no hp terdaftar paket telkomsel dan email, tapi tetap tidak bisa nonton, saat liat status keanggotan ""Anda tidak memiliki langganan prime video"" what?? Saya akan mengganti rating, jika masalah ini sudah bisa diatasi",1
"udah daftar paket telkomsel yg langganan prime video, pas d buka suruh bayar ga sinkron antara telkomsel dan prime video",1
"Ribet lo aktivasinya kurang banyak, udah ada langganan 30 dari telkomsel ga kepake apa apaan mubajir banget, mending nonton di disney+ ga ribe, apes emang ni apk",1
Dah dapat paket nonton 30 hari dari telkomsel combo sakti max.. Ternyata zonk.. Malah Disuruh berlangganan 59000 perbulan.. Mendingan download netflix.. Asuuuu,1
Keren keren Drakor nya,5
"Bagus, hanya saja rekomendasi film nya kurang lengkap..",4
Aktifkan,5
"Kalau ada bintang nol, gw kasih bintang nol nih aplikasi 😡",1
"Aplikasi sampah, bundling pake telkomsel tapi sama tidak premium..",1
"Tidak bisa dipakai prime nya, padahal sudah beli paketan dari telkomsel. Telkomsel jg tdk membantu sama sekali terkait keluhan ini, ditunda tros. Amazon jg rewel, sistemnya kurang bagus. Benerin dlu sistemnya payah",2
Aplikasi nya parah...udah di set subtitle nya..malah gak ada terus... Parah...,1
Mantap,5
Aplikasi macam apa!?,1
"Mohon bantuan, saya udah beli paket telkomsel yg ada layanan prime video, udah ikuti SMS buat aktivasi, tapi kok di aplikasi belum terdaftar juga, bagaimana ini, dlu telkomsel kerjasama sm Disney gak pernah seribet ini.. sudah uninstall, install lagi, udah log out tapi log in susah minta ampun, no telp/email tidak terdaftar.. jelas2 no hp sudah terdaftar.. APLIKASI CACAT.. UDAH BENAR TELKOMSEL SAMA DISNEY SAJA..",1
"parah bgt,, mau login susahnya minta ampun,, bikin akun baru nomornya udah terdaftar,, mau login gak mau masuk",1
Jelek,1
Sudah berlangganan tapi masih tidak bisa buka,2
"Tolong untuk bagian translate bahasa agar di training lagi para pekerjanya karena saya tidak puas saat menonton film, saya sudah membayar tapi kenapa saya tidak mendapatkan pengalaman yang menarik melainkan pengalaman yang sangat sampah",1
Useless app. Tolong telkomsel segera putuskan kemitraan dengan prime video.,1
"Anjir lah padahal gw download film udah milih dub english, eh malah yg keluar bahasa lain, mana kgk bisa diganti😓",1
Sangat bagus sekali,5
"Kenapa jd ada suara aja, video g ada alias blank g ada gambar sama sekali, solusinya gmn??? Udh saya uninstall, coba di install lg masih sama",1
"Aplikasi apaan nih?kok gag jelas gini...katanya udab langganan grati dari telkomsel,eh masih suruh bayar lagi",1
layarnya selalu sering menghitam di saat nonton padahal jaringan sudah bagus. Bikin tidak nyaman menonton.,1
Aplikasi tidak punya costumer service indonesianya untuk pelanggan indonesia. Menyusahkan!,1
Google,4
Ga bisa daftar nomor indo.. Harus daftar pake nomor US.. percuma sii kerja sama dgn telkomsel...,1
"kelar masukin email sama password abis itu balik lagi disuruh masukin email password, gitu² aja terus ampe imam mahdi turun gblk",1
Udh buat akun verifikasi dari telkomsel pas masuk aplikasi gk bisa login bapuk.,1
Sampah,1
"Aplikasi nya gak jelasss.... pelit, gak kaya Disney+ yang satu akun bisa login di beberapa device sementara Amazon harus bayar.... udh mana film nya gak lengkap lagii. Masa the boss baby ada tapi yang kedua gak ada.... kan gak jelas jadinya... lagian telkomsel udh bagus kerja sama sama Disney+ ngapain harus kerja sama sama Amazon dahh",2
T.A.I,3
Banyak judul film bagus tapi kekurangannya masih belum bisa atur kualitas video sendiri,4
Mau aktifasi aja susahnya minta ampun,1
Kualitas film bagus....,5
Aplikasi sampah penipu sudah beli paket tidak bisa,1
"SANGAT MENGECEWAKAN GA GUNA APLIKASI PENIPU , SUDAH BELI PAKETAN DARI TELKOMSEL, LOGIN DI APK NYA GA BISA , BUKA DARI GOOGLE BISA , SAAT DI TONTON GA BISA PADAHAL PAKET SUDAH AKTIF , BAB111",1
No Indonesia Sub on Bollywood Movie,2
Aplikasi jelek susah di operasikan kenapa hrus kerja sama dengan telkomsel si,1
Ini gmn ya.. kwrjasama ma telkomsel buat langganan tp gak bisa digunakan.. hadeh percuma langganan,1
"Gk jelas, mending disney+hotstar",1
"Jelek banget. Banyak subtittle gak pas, sedikit subtittle yg tersedia, kualitas video nya kurang bagus dan film2nya dikit banget. Gak bikin nanggih buat langganan",1
Udah beli 1 paket dengan telkomsel tapi gak bisa dipake. Bolak balik login logout ke cs buka link gak berfungsi. Semoga DITUTUP aja aplikasi yang meRUGIkan seperti ini.,1
Bagus,5
top,5
Sumpah menjijikan.. Padahal saya langganan lewat paket Telkomsel tapi malah ga bisa d buka. Preet lah .. Masih mending disney+,1
"Kwalitas gambar dan suara sangat baik, harga berlangganan seharusnya bisa lebih murah lagi",5
Too bad,1
Bagus pake banget 👍👍👍,5
Aplikasi gblk,1
"Video tidak keluar gambarnya, hanya suara",1
"Ga jelas, dapet paket bundling dari telkomsel tapi ga bisa dipake, disuruh pake trial 7 hari setelah itu langganan...sebenarnya ini aplikasi beneran kerjasama ga sih sama telkomsel...",1
"Perbaikin dulu aplikasimu, masa dapat gratisan dari telkomsel gak bisa dipakai. Apaan tuh? Nyesel beli paket yg ada gratisan prime videonya. Tau gitu beli yg ada disneynya aja. Masa ya mau daftar aja ribet bgt, disney aja daftar pakek nomer tlpn dah dapet gratisan 30hrnya, lah ini? Harus aktivasi dulu. Belum juga login susah bgt jadi ribet",1
"Akun tidak bisa terdaftar, sudah paketan namun tidak bisa di gunakan",1
TERIMA KASIH YA ATAS PENIPUANNYA,1
"Apk pea, jgn mau download, nyesel dah, serius gw",1
Berkas/file unduhan hilang. Tidak tersimpan saat memperpanjang langganan. Tidak bagus........!!!!!! SAMP*********,1
"Muter muter di bagian mau login , padahal sudah berlangganan, giliran akun yang gak berlangganan malah bisa masuk",1
"Bagus2 filmnya, kualitas gambar bagus",5
"Aplikasi sampahhh ,, udah bayar ,gak bisa nonton ,, padahal udah di KONFIRMASI lewat email dan SMS ,, sama saja ,, bohong ,, ! Mau nya apa ini ! ! Hub costumer servis tanggapan bertele-tele ,, mengecewakan !!!",1
Akun saya premiumnya tidak bisa dipakai ribet bangt mau nonton jg,1
Tidak ada subtitle bahasa indonesianya. Kurang cocok,1
Aplikasi gila Saya sudah beli paket combo sakti telkomsel Harusnya dapat gratis prime video 30 hari Tapi sudah dicoba berkali2 gak bisa,1
Sy memasukan beberapa kali kata sandi dan teka teki sdh benar ttp balik kembali ke kata sandi,4
"Sudah langganan lewat paket combo sakti di my telkomsel tapi video tidak dapat diputar,sangat buruk",1
Kurang lengkap videonya,5
Udh beli paket langganan 30 hari lewat my telkomsel tapi ga bsa digunakan 😔,1
Susah banget login anjng!!!,1
Subtitles banyak yg nggak ada bahasa Indonesia nya dan sering agak telat u/ video baru.,2
"kenapa ya padahal sudah daftar,,tapi tetep gabisa login....padahal sudah brlangganan sebulan....kecewa",1
aplikasi cacat gak bisa daftar daftar udah bener salh mulu,1
Sudah berlangganan tapi tetap trial hadehh,1
"Gaenak dipake ,padahal udah subscribe tapi bolak balik disuruh bayar , ngaitin nya susah , mending sebelah",1
"Mau verifikasi aja susahnya minta ampun, bolak balik minta otp dikirimnya setelah 2 jam lebih, begitu dimasukkan ndak bisa..... Aplikasi aneh",1
uda ada paket dr telkomsel malah gak bisa juga hmm gak jelasss kali,1
"Tolong untuk subtitlenya kalau bisa langsung muncul pada saat awal pemutaran video, biar tidak menunggu subtitlenya muncul terus diulang dari awal video",3
Pdhl beli paket data telkomsel udh sepaket sma prime video tp ngak pernah bisa dipake buat nntn.,1
Udh login masih aja keluar pas email sudah bener TDK bs masuk tolong perbaiki lagi lah aplikasi nya,1
Udah susah payah berhasil masuk ..malah sub indo nya gak bisa ... Gak niat bangat bikin aplikasi,1
I hope this app gets dumped on the moon soon,1
"Haduh, ini saya gak bisa login. Padahal jaringan oke, aplikasi lain buat nonton bisa aja. Gak recommended ini aplikasi.",1
"Dapet bonus langganan kuota 30 hari, keterangan akun aktif tapi video tidak bisa diputar, harus langganan lagi lalu saya klik langganan jadi error",1
Masih jauh dibandingin netfilx dan disney+ Aplikasi ribet dan rusak,1
Beli paket di simpati ga kepakai tertipu T_T,1
Kode SMS tidak terkirim,1
👍👍,4
"Sudah beli Paket Prime Video Mobile Seluler melalui Indosat, namun tetap tidak bisa akses melalui Mobile. Anehnya, nomor HP atau email yg saya tidak ditemukan ketika mau login. Buang2 Uang dan Waktu, Prime Video tolong berbenah dari segi aplikasi jangan hanya kemudahan jadi membership tapi setelah BAYAR tidak Bisa LOGIN. AMPAS. UDAH 3 JT ULASAN BELUM ADA PERBAIKAN. WHAT A SHAME",1
Seruuuu,5
"Daftar pakai nomor hp susah banget, gak jelas",1
BLACK SCREEN,1
"Aplikasi nya ribet, akses berlangganan susah",1
"Perpanjang dari Telkomsel tapi dibatalin sepihak, sekarang udah bisa ga ada pengaturan cahaya,film juga nipu,judul kuntilanak 3 tapi pas diplay ternyata kuntilanak 2....hadeh...",1
Filmnya bagus2 tapi tampilannya kureng yaa,5
"Filmnya keren bgt. Klo bisa film"" bioskop indinesianya yg baru""",5
"udh di potong 65.490 tapi ttp gk bisa nonton, parah bgd sih !!!!!",1
"Aplikasi jlek banget,gua udah langganan,film nya hitam semua giliran di slide keliatan gambar giliran di play hitam lagi. Najis banget gua uninstal aja. Developer nya anak sd nih kek nya.",1
"Demi keamanan kirim ke no handphone siapa kode keamanan nya di tungguin seharian nggak di kirim kirim,,tolong perbaiki kode keamanan perifikasi nya lebih di percepat lagi,saya tidak bisa login",1
GABISA LOGIN WALAUPUN SUDAH MENDAFTAR,1
"Iya tahu si ini dapet gratis dri paket an, tpi tolong bat di liat juga KUALITASNYA. Udah di setting video gambarnya kualitas terbaik tetep aja BUREM kea 3GP. Ga malu apa kerja sama nya kasihnya begini ke pelanggan? Mau naikin rating apa nambah nurunin 🤣🤣",1
sebelum kerja sama ma telkomsel bintang ni aplikasi kykx 3 eh dah ma telkomsel makin arah ke 2 krna emang se g niyat itu ni aplikasi film n serialx g apdet g menarik samsek plis amazonk apgred napa,2
Aplikasi penipu,1
"Benar benar mengecewakan, saya berlangganan paket dari telkomsel yang sekaligus bisa dapat akses gratis 1 bulan di prime video, tp setiap mau nonton kok disuruh berlanggananan lg dgn uji coba 1 minggu, ini jelas berbeda manfaat dari berlangganan telkomsel.",1
"Sudah daftar pake nomor tlp, terdaftar. Pas mau masuk malah nomor telepon salah, apaan ini ! Sudah beli yg combo sakti padahal... Perbaiki dong. Penipu",1
Mantaff,5
Awesome banget 👍,5
"Udah langganan mash aja di persulit,ujung2'a ttp ga terdaftar,padahal di email udah trdaftar tp ttp kaga bisa buat nonton",1
"Hanya ada satu kata ""prime kontooolll"" baned aja apk gak guna",1
Mantap,1
saya udah berlangganan lewat telkomsel tapi gabisa login terus,1
"Apl nya gak jelas, udah dapet gratis brlangganan 30hr dr telkomsel tp tetep aja gak bsa buat ntn, udah ikutin cara dr yutub dr link tetep aja susah",2
"Film nya bagus dan ada detail pemain film nya, qualitas film HD dan suaranya pun jernih...",5
OTP TUNGGU SETAHUN GA JELAS BANGET TGU BINTANG 1 SEKALIAN AJA,2
Kukira bisa ternyata tidak Beli paket Telkomsel dapet trial/free 30 hari Amazon Prime Video waktu buka harus berlangganan dulu kukira kalo sudah berlangganan langsung bisa nonton gratis ternyata tidak harus pakai kuota aplikasi berbayar dan nonton harus pakai kuota,1
Proses login dan verifikasi terlalu lama dan bertele - tele,1
Aplikasi busuk,1
"So teribble in term of displaying the newest movie/tv show, and also the recommended one. I never know wether a new movie or series are added, and thus need to use the search. You should put more effort in term of giving the best user experience.",2
ga lengkap,1
"Ud langganan paket prime bulanan dari telkomsel, pas buka app.malah d tawari trial 7hari",1
Filmnya bagus2,5
Ribet harus login dulu dan belum bisa verifikasi aktifasi.. Auto uninstall.. 👎👎,1
"Awal login bisa Tapi pas login ke dua eror mulu Padahal sudah sesuai apa ya di suruh tetep saja eror, terpaksa pake aplikasi loklok, padahal sudah ada niat baik nonton yang legal😞😞😞😞 Jadi kangen Disney+",1
Lemot banget mau login susah,1
"Aplikasi tidak berfungsi sama sekali, hanya berputar2 kembali ke halaman log in. Sangat mengecewakan",1
g bisa login,1
udah langganan 1 bulan tp gabisa login di tv dgn keterangan blm ada langganan 👎,1
Ok... Mantap... Tambah trus filmnya...,5
"apk busukk , login dibuat susah, ribett bngtt. apa krna cuma langganan gratis jadinya seakan² diabaikan taikk",1
So far so Good,5
Good apps,5
Beberapa film tidak ada subtitlenya.,3
Mau daftar juga ribet verifikasi nya cuihh bgusan HBO,1
Ribet 👎,1
aplikasinya bagus banget,5
Tolong ini kenapa ga bisa masuk masuk akun di apk nya,1
Bagus film2nya. Cuma opsi pilihannya agak membingungkan. Suka bingung riwayat yg kita tonton kok gak ada.,4
Udah berlangganan lewat telkomsel masih kena disuruh berlangganan lagi. Apk ga jelas,1
gak jelas gk bisa log in,1
Lumayan bagusss...kekurangannya cuma film dan series masih ada yg gaada subtitle indonya... mau nonton jadi malas..😭😭😭 min ...perbaiki min...,3
Ada suara dn sbtittle ny tapi gak ada gambar nya. Hahaha kocakkk,1
"Aplikasi terlalu ribet. Sangat sangat tidak recomended tapi telkomsel cuman ngasih bonus gratisan di prime, hiuh mending pakek disney, viu atau sekalian netflix",1
Bagus. Apalagi ada baja hitam rx reboot version nya. Mantappu,5
"Oh, ternyata bukan cuma provider Telkomsel aj ya, berarti emang prime nya yg bermasalah.. Soalnya paket katanya plus langganan 30 hari, tp sdh instal uninstal msh blm muncul juga tuh keterangan sdh berlangganan.. Dibenerin dong app nya",1
utk sementara oke lh...,3
"kenapa telkomsel harus langganan di aplikasin ini, mending di disney hotstar , aplikasi mudah di akses dan ga ribet, ini buat daftar akun ajah harus bolak balek web site nya, mana ga bsa di akses lagi , padahal sdh registrasi, pas mau login ga bsa dan semua video tdk bsa di akses , tlong di bantu perbaikannya dlu bru baru di launching aplikasi nya, sangat kecewa!",1
jelek. bintang satu. tidak ramah pengguna.,1
Permasalahannya cuma di subtitle nya,3
"Haduuu jelek sekali app nya, berkali2 login gabisa masuk, udah masukin email pass , malah ke halaman login lagi, gabisa masuk ke app nya, tolong perbaiki dong",1
"luamayan nyaman ,cuma kurangnya di film nya aja byk film lama coba tolong update film terbaru ya klo lama mending di youtube aja",3
"Excellent, thanks awfully.",5
"Aplikasi sampah ini beda dgn Disney+ hotstar,, dulu Telkomsel join dgn Disney lngsung bisa muter film sedangkan ini bayar lgi,, auto uninstall dah krna gk guna.",1
Layanan langganan gratis dr Telkomsel gk bisa dipake,1
"Payah ga bisa login, pdhl udah bayar tiap bulan",1
Bad app! Registrasi pas minta kode ga muncul2 kodenya. Kaya ga niat bikin aplikasi,1
Ga bisa login Balik balik lagi ke halaman login,1
👍👍👍👍👍,5
Mengecewakan,1
Ribet. Ga bisa log in di aplikasinya.,1
Susah masuk nya otak atik balik lagi...cara nya ga simple malah di bingungkan dengan huruf huruf,2
"Sangat buruk, mau masuk aja kaga bisa, Jangan di download gaes, aplikasi nya jelek",1
Tidak ada seting kualitas audio untuk tayang di smart tv. Terlalu tinggi jadi macet macet,1
still force close,2
"Susah daftarnya, ga dapet OTP ke nomor hp padahal udah bener. Klaim voucher langganan dari Tsel juga ga bisa. Payah 👎🏻 Benerin dulu dah ini aplikasi.",1
Kenapa bikin akun saja dipersulit... Nunggu kode verifikasi nya lamaaaaa bgt... Dan waktu itu kirain gk berhasil trus bikin akun lagi dari awal... Eh kodenya baru muncul...,1
Amazing,5
"Aplikasi cacat, tidak bisa log in",1
sangat amat menjancukan!!,1
Kenapa sih waktu nonton gak bisa milih kwalitas video padahal kalau bisa pilih kwalitas vidionya lebih bagus mau milih kwalitas yang terbaik gak bisa jadi gambarnya ngeblur 😪,1
"Udh beli paket prime, jangankan utk play movie saya login aja sulit sekali akhirnya jd tdk terpakai paket prime vid yg saya beli karna tdk bisa login sama sekali.",1
"Ribet banget, mau masuk login aja susah.",1
Sering Error,1
"kok bisa sih kualitas videonya jelek banget padahal jaringan bagus loh, kalau di netflix atau hbo go kualitas gambar tergantung jaringan. di sini kok aneh yah.. perbaikin lagi baru aku naikin bintangnya, masa di apk ilegal kualitas videonya lebih baik dari apk legalnya",1
Number yg terdaftar malah terdeteksi tidak terdaftar bikin sulit buat login,1
